price_vnd,sim_number
450000,0984596794
450000,0336010210
11000000,0775300888
10000000,0819995959
13000000,0937542999
55000000,0933842222
500000,0586302003
450000,0326332018
100000000,0785989989
1000000,0799000655
113000000,0983133999
130000000,0834969696
12000000,0797130888
450000,0356395558
500000,0977742311
60000000,0962680000
1000000,0795644234
450000,0334419079
1000000,0702746446
10000000,0787147979
450000,0335489239
450000,0344506788
3000000,0918291139
3000000,0922168816
500000,0927961979
150000000,0779379999
10000000,0913517333
1000000,0795731968
5000000,0355333818
450000,0335240685
1000000,0327313828
450000,0357020186
500000,0587272005
500000,0926341668
1000000,0945014234
10000000,0926198668
12000000,0789789993
450000,0373831879
450000,0865010718
1000000,0945184514
500000,0763394599
500000,0397009809
1000000,0981393515
500000,0879158788
13900000,0359817979
500000,0965011528
50000000,0708679679
3000000,0586898868
5000000,0945000668
450000,0332160105
5000000,0977969296
450000,0327284234
10300000,0888883314
500000,0862460604
1000000,0763000029
450000,0343230172
500000,0523362003
3000000,0929070791
5000000,0386361987
11325000,0853108678
5000000,0985912022
450000,0327140581
3000000,0903393920
13500000,0707388383
1000000,0708329669
5000000,0909097520
11325000,0847569678
3000000,0815999961
10100000,0359376999
500000,0862200719
450000,0327106479
500000,0879598983
450000,0974262342
5000000,0703115999
3000000,0889011123
3000000,0707970202
5000000,0707412412
3000000,0777799336
1000000,0765393386
1000000,0908405205
500000,0397885080
3000000,0931177990
50000000,0868913333
500000,0879198579
1000000,0798588877
450000,0326847199
450000,0338041139
450000,0328496239
1000000,0934402579
450000,0334265444
500000,0925938948
14000000,0981771997
450000,0385404689
450000,0326007639
5000000,0919977991
53000000,0865416666
500000,0337318588
10000000,0777333389
500000,0978613294
450000,0329455966
10000000,0368881119
1000000,0947343179
450000,0332265878
450000,0865175552
1000000,0762585335
3000000,0847152345
5000000,0767588555
1000000,0941372609
500000,0948968884
5000000,0785146555
450000,0343762229
450000,0365934686
10500000,0762477888
5000000,0365388398
3000000,0385663268
450000,0344247586
10000000,0397979760
5000000,0971171671
1000000,0943768971
99000,0385932836
92500000,0906009060
450000,0327412022
3000000,0967282399
450000,0344150291
450000,0862973578
500000,0988706984
11000000,0971616266
500000,0868728115
1000000,0702762005
5000000,0705705706
3000000,0777961972
3000000,0986267895
1000000,0964313732
500000,0877102586
500000,0377364436
500000,0582742004
450000,0333750288
59000000,0816886789
3000000,0333353332
1000000,0898318677
5000000,0902838438
450000,0329022588
1000000,0943129204
10400000,0777036888
450000,0327270194
3000000,0906962017
450000,0328751288
500000,0915916539
5000000,0867895779
1000000,0889047847
450000,0329777164
1000000,0973065890
1000000,0762788456
1000000,0763564141
1000000,0397343969
450000,0382710889
450000,0972823076
500000,0909238412
500000,0967559256
450000,0866180466
450000,0326755199
450000,0343251175
500000,0941928259
450000,0342854166
1000000,0981435593
450000,0358541688
1000000,0762750012
1000000,0909120950
450000,0343026568
3000000,0896669985
3000000,0703343353
500000,0369948838
450000,0383517839
10000000,0849286688
500000,0705939358
3000000,0777763868
55000000,0399044444
3000000,0397578889
3000000,0967206602
1000000,0909205463
1000000,0943859957
450000,0343017588
3000000,0902482019
11325000,0846297678
3000000,0971472868
5000000,0706970999
450000,0345230195
450000,0327017566
5000000,0567268279
3000000,0901468589
1000000,0372968403
500000,0942750688
13900000,0994991888
500000,0963223657
3000000,0964241088
11325000,0822759678
450000,0328167088
1000000,0901321189
450000,0343037889
3000000,0338942007
3000000,0988729866
1000000,0877112275
1000000,0763511975
10000000,0988138986
11325000,0842659678
3000000,0862388168
3000000,0842741986
1000000,0764339234
399000,0359212398
179000000,0979085555
500000,0923377535
1000000,0909517104
1000000,0708178174
3000000,0853669777
12000000,0823004466
500000,0886565853
3000000,0987566578
50000000,0338887788
3000000,0969333525
450000,0866285099
450000,0347283988
450000,0329870288
1000000,0981071336
77000000,0866436666
450000,0343956939
1000000,0762766599
450000,0358055899
1000000,0702642647
11300000,0835266669
1000000,0702775875
11325000,0824064678
450000,0335737887
1000000,0773363111
12000000,0929031976
500000,0932705730
3000000,0931020287
15000000,0921042010
13500000,0961468866
1000000,0762747070
3000000,0354410410
11325000,0859061678
3000000,0707936369
5000000,0912515585
500000,0813519162
1000000,0777100234
3000000,0764456123
10000000,0345439888
3000000,0926794555
450000,0365897286
450000,0865304179
11600000,0921854999
1000000,0799000811
1000000,0815825000
450000,0334653866
11500000,0708767666
3000000,0901386288
3000000,0523456938
450000,0866756761
1000000,0912468452
500000,0938650484
5000000,0977612021
1000000,0763198282
3000000,0968528279
500000,0799114004
450000,0866227771
1000000,0779181171
3000000,0932393997
500000,0922480368
5000000,0983202292
12800000,0835948686
450000,0329272439
500000,0941330203
12000000,0362333386
1000000,0909130527
10350000,0929887766
450000,0973857814
5000000,0922953777
3000000,0777392339
450000,0344220508
5000000,0899925656
5000000,0916357936
1000000,0946442132
1000000,0901944383
500000,0868193359
399000,0345958358
1000000,0983730378
1000000,0705015779
5000000,0392371996
650000000,0988656565
1000000,0763533900
450000,0328011291
450000,0343380969
3000000,0982806499
500000,0905536196
5000000,0777779676
500000,0961205414
1000000,0763677433
5000000,0333147868
5000000,0855555291
450000,0328090701
1000000,0702799088
450000,0327060384
5000000,0833358555
500000,0981089790
10000000,0848138999
5000000,0396148688
5000000,0795230999
450000,0382725368
450000,0332622204
450000,0326073539
12000000,0702515678
450000,0866092878
450000,0862959486
12000000,0899016016
15000000,0819052012
3000000,0898261995
1000000,0762627027
450000,0335515339
1000000,0943647723
3000000,0817191777
3000000,0799951994
450000,0343527778
5000000,0332741368
3000000,0933563883
3000000,0708382010
3000000,0813622677
500000,0879285116
3000000,0843200500
500000,0357703443
3000000,0777658111
500000,0879933088
1000000,0977518271
12900000,0355503999
3000000,0565150999
500000,0877104586
500000,0928171785
12345000,0379535535
3000000,0332398399
500000,0933215881
500000,0886380006
1000000,0945580685
1000000,0941064875
1000000,0898340506
450000,0329120400
5000000,0902809980
76000000,0855555583
450000,0865898673
5000000,0332711990
500000,0909937461
1000000,0974904433
1000000,0967186184
450000,0334411439
5000000,0934095868
450000,0327130483
11500000,0705606868
1000000,0763501345
1000000,0947499190
450000,0358319886
1000000,0888665239
1000000,0799000955
500000,0912952507
700000000,0826788888
1000000,0799152952
3000000,0923365979
13800000,0961822286
5000000,0859555511
5000000,0896111268
5000000,0899489789
3000000,0389310777
10700000,0788887086
1000000,0946222507
5000000,0847778910
10900000,0857552888
53000000,0869327777
1000000,0868615050
1000000,0889659071
500000,0819688022
1000000,0947238357
5000000,0833579789
10000000,0868868589
450000,0336230671
13000000,0707878989
450000,0344170491
11900000,0708099898
450000,0344200978
5000000,0889858186
3000000,0948277268
3000000,0929058580
3000000,0768486898
3000000,0913162001
450000,0373470660
500000,0819055499
500000,0877330023
450000,0989963917
450000,0865076439
500000,0879268099
155000000,0979252222
500000,0784542879
1000000,0928895229
5000000,0818005962
11700000,0996858687
1000000,0941050858
1000000,0889469829
5000000,0833888579
5000000,0379411222
450000,0329513966
500000,0932169844
3000000,0898868865
5000000,0869786679
1000000,0889787342
3000000,0889818368
1000000,0936895388
450000,0329761656
500000,0566501985
500000,0936613118
5000000,0981633567
5000000,0906343393
500000,0964405633
11325000,0849304678
450000,0349838399
500000,0877180905
1000000,0762543549
500000,0846478839
450000,0327874266
450000,0326588873
3000000,0908714871
3000000,0869008586
450000,0366061294
450000,0334571288
450000,0865129088
450000,0975216021
1000000,0762754954
500000,0964777408
500000,0879403879
5000000,0825885252
88500000,0856357777
1000000,0941788526
450000,0335030411
1000000,0934762223
450000,0334820838
10000000,0961931986
450000,0327665399
3000000,0969200926
500000,0901444072
5000000,0346306888
11900000,0896888835
12000000,0904608686
450000,0865230277
3000000,0824661188
500000,0586071996
12000000,0903792789
500000,0965742393
11325000,0813159678
500000,0877153086
3000000,0901442779
450000,0357916279
150000000,0988858668
1000000,0886031712
500000,0877126788
3000000,0356138777
199000,0862659926
1000000,0762611099
10000000,0849861234
1000000,0941253937
15000000,0916681985
1000000,0795722322
1000000,0946965132
450000,0332241739
5000000,0389588558
1000000,0886789453
3000000,0837853666
450000,0971643003
450000,0325645439
1000000,0763729129
1000000,0763102987
5000000,0986333952
450000,0327150612
109000000,0937747474
410000000,0962798888
50000000,0588678910
450000,0334395966
1000000,0765157123
1000000,0702155939
10300000,0888889081
3000000,0922022909
10400000,0924536999
450000,0972657465
3000000,0817239777
500000,0877150292
450000,0332711975
1000000,0813848080
500000,0982066285
500000,0971921519
500000,0338662892
450000,0343163588
50000000,0783286286
1000000,0708066064
3000000,0812592004
450000,0336139994
10000000,0392147999
1000000,0909155976
500000,0879820579
11300000,0348888864
450000,0329917639
5000000,0868156768
3000000,0963772699
450000,0865378139
1000000,0775328329
3000000,0941161515
500000,0877117742
450000,0972500045
450000,0329042566
500000,0373210884
1000000,0928636646
450000,0343972969
450000,0343926388
1000000,0846979567
450000,0866600047
5000000,0825199555
1000000,0946811097
90000000,0997968968
450000,0985444713
450000,0344097266
3000000,0919710740
500000,0879484883
1000000,0762544188
450000,0862999572
450000,0335394388
1000000,0799250396
10000000,0936777028
520000000,0972468888
12000000,0923540999
128000000,0977283333
11325000,0823037678
5000000,0993056999
3000000,0767076787
450000,0332574388
1000000,0778511765
5000000,0798403456
1000000,0762615151
10860000,0961458886
12000000,0923456161
50000000,0901326326
1000000,0926363313
500000,0813517237
15000000,0768682268
1000000,0337290992
500000,0877333884
3000000,0333913968
3000000,0928335868
5000000,0787882468
5000000,0567678139
1000000,0813823000
1000000,0898404505
3000000,0929599268
5000000,0919566386
3000000,0929332366
1000000,0708004334
450000,0369771686
13500000,0975027555
500000,0924852139
1000000,0889084089
500000,0941597486
5000000,0785201555
500000,0563682008
450000,0332224739
3000000,0328043777
5000000,0896665969
1000000,0916581305
13000000,0919881139
450000,0335417386
10500000,0899437979
1000000,0886689887
500000,0824420886
3000000,0387271368
1000000,0708067337
11325000,0822934678
3000000,0816385868
500000,0565091986
5000000,0705387879
5000000,0364822777
1000000,0898313994
5000000,0938757176
1000000,0854224262
3000000,0845274888
450000,0343477780
1000000,0762500388
1000000,0702771968
3000000,0835525225
1000000,0372831629
1000000,0762686464
500000,0877988900
450000,0334722889
450000,0987894537
3000000,0936063652
450000,0987995917
450000,0344289386
1000000,0932348048
12000000,0823102010
13000000,0943696777
12000000,0924112001
12000000,0926345677
500000,0372942079
10000000,0794239239
3000000,0348046996
12000000,0333338191
500000,0969203711
3000000,0778855979
1000000,0372677218
450000,0865462188
500000,0965024767
3000000,0962369788
500000,0346997399
3000000,0374116886
450000,0987349848
1000000,0777130891
5000000,0876666345
11325000,0826349678
3000000,0845492888
5000000,0917275222
3000000,0908939328
450000,0981643243
1000000,0762588200
3000000,0908013279
450000,0356125775
3000000,0777811998
450000,0328051092
450000,0986590440
5000000,0968866589
3000000,0915019091
12600000,0786333939
1000000,0764885234
3000000,0904080105
3000000,0967097268
450000,0332047339
450000,0329015199
450000,0327040495
5000000,0386653668
3000000,0356171368
5000000,0842224244
500000,0333702139
500000,0905073992
1000000,0921583818
450000,0865989259
450000,0865172372
15000000,0971391998
500000,0976550961
74000000,0814489999
1000000,0799056111
1000000,0961690820
500000,0337211883
3000000,0944891993
450000,0333986539
450000,0334543168
1000000,0987070612
500000,0909584330
5000000,0329622979
500000,0941922080
3000000,0917160139
500000,0984759496
450000,0328051094
100000000,0825678968
1000000,0917080150
10000000,0797616263
3000000,0586898968
1000000,0566587879
12500000,0971838679
500000,0964707287
3000000,0379441100
500000,0933482377
5000000,0796699991
1000000,0944810237
3000000,0592282678
12900000,0971123899
3000000,0911138884
10000000,0345250250
450000,0337137586
450000,0343620988
500000,0346723289
55000000,0793888868
3000000,0765077774
1000000,0948464042
500000,0357477055
1000000,0931557554
1000000,0945721049
500000,0971139482
1000000,0702688633
3000000,0816139168
1000000,0889718619
450000,0862907227
3000000,0825988668
500000,0789318685
500000,0983677507
500000,0937568248
500000,0326446646
5000000,0765280888
450000,0342464479
1000000,0919600055
13500000,0929889779
450000,0336219689
1000000,0763002070
1000000,0944767284
50000000,0915141141
500000,0585822006
450000,0975698497
1000000,0788282382
450000,0332041139
5000000,0837676768
5000000,0912122220
5000000,0909788809
3000000,0968231323
5000000,0904958679
3000000,0932472022
5000000,0846469090
10000000,0707090982
500000,0969745121
1000000,0773360616
3000000,0822509509
13800000,0788885668
10000000,0768866555
500000,0352815499
450000,0355526989
500000,0566581992
450000,0358515225
1000000,0763026321
500000,0877103868
500000,0326179192
3000000,0363221777
450000,0343955528
1000000,0904933229
450000,0329111839
450000,0352892227
3000000,0896669882
1000000,0702678378
1000000,0795661663
500000,0879929585
450000,0375592022
12400000,0354910000
1000000,0762688499
450000,0974943894
500000,0905523829
450000,0327125739
1000000,0848397678
450000,0981824562
1000000,0705490543
1000000,0763616614
450000,0981615672
5000000,0866181982
5000000,0924221777
5000000,0924876555
1000000,0942131274
500000,0877119938
500000,0845365885
500000,0816711366
5000000,0813867686
450000,0325393435
1000000,0971189795
500000,0877003008
5000000,0392151991
12000000,0787278279
12000000,0888661122
450000,0329236839
500000,0877335355
12000000,0767359359
500000,0909607571
12000000,0777579666
450000,0862921202
500000,0964432884
450000,0866377718
1000000,0779092290
5000000,0706508999
1000000,0705948000
500000,0333810522
500000,0909608902
500000,0912382081
5000000,0822777757
450000,0974543331
3000000,0888126179
450000,0328876966
5000000,0342791993
500000,0848257866
13900000,0976913777
3000000,0938361279
450000,0865722208
3000000,0567138168
3000000,0396154154
3000000,0365789939
3000000,0389382668
450000,0344240810
5000000,0706673673
450000,0349651123
450000,0343162339
65000000,0896909090
1000000,0816795000
75000000,0978234666
3000000,0906011965
3000000,0767908666
3000000,0813271368
500000,0931438308
500000,0909618026
299000,0365788358
12000000,0948666139
3000000,0817550440
450000,0343017188
11325000,0814132678
3000000,0981150308
10000000,0794440999
450000,0365118699
1000000,0898312240
5000000,0766823999
10000000,0986711987
1000000,0961722797
1000000,0947575230
500000,0522141995
500000,0877136839
13000000,0792234678
1000000,0765664234
5000000,0915862019
5000000,0868793639
50000000,0989989959
1000000,0973828681
450000,0325606029
500000,0877988919
450000,0335921586
5000000,0368799368
1000000,0935110403
3000000,0964551899
1000000,0782799133
500000,0523892003
90000000,0988988979
1000000,0857889739
3000000,0859161116
500000,0877116883
11325000,0822541678
15000000,0866818179
11700000,0935050509
500000,0353290339
1000000,0763699499
450000,0327340739
500000,0982484103
3000000,0889882030
500000,0927820868
10000000,0819731977
500000,0372782278
500000,0879935186
1000000,0762733533
3000000,0567882939
450000,0332374366
56700000,0931351999
450000,0337101588
3000000,0922152021
11900000,0927387888
500000,0877010710
450000,0865292824
3000000,0978511898
65000000,0704038888
5000000,0844988898
450000,0328524699
500000,0982343984
500000,0327605675
1000000,0799155441
1000000,0763602234
1000000,0702720725
500000,0528561982
1000000,0815053737
1000000,0773371971
15000000,0961663886
1000000,0763609509
3000000,0917364464
3000000,0382333288
450000,0328901739
1000000,0944105501
5000000,0368281987
5000000,0392441993
5000000,0775832888
500000,0942268184
10000000,0981184668
500000,0796908068
1000000,0971522085
1000000,0941130720
1000000,0934276600
450000,0343740688
450000,0335918588
12900000,0855239888
450000,0325802662
1000000,0763597594
1000000,0971374281
3000000,0983053188
5000000,0962366991
450000,0865544467
500000,0973671424
3000000,0981315968
3000000,0932037389
450000,0327050670
5000000,0889668663
1000000,0762539345
13000000,0363652666
3000000,0967144355
11325000,0823490678
3000000,0778993344
500000,0961085484
450000,0865000731
450000,0334091205
500000,0967143616
11325000,0847692678
450000,0354286486
14300000,0813183999
3000000,0888995992
313000000,0916656565
12900000,0936222879
11325000,0816251678
450000,0987565948
450000,0862987187
450000,0326091066
450000,0387128068
5000000,0921441984
3000000,0912015656
12000000,0939869668
450000,0374036661
500000,0926826439
450000,0334246739
1000000,0773352543
500000,0332986039
14000000,0948091091
3000000,0855599268
500000,0925859266
800000000,0909090990
5000000,0816893939
450000,0326243566
5000000,0365282668
450000,0866052538
10600000,0898186188
1000000,0763611311
5000000,0916003679
450000,0334893188
1000000,0921811921
500000,0877994407
1000000,0774297799
1000000,0708017013
3000000,0932356266
450000,0865335633
5000000,0393636639
1000000,0795699033
1000000,0888835131
3000000,0931800379
5000000,0896665557
3000000,0917257339
450000,0327922280
450000,0975279127
1000000,0901746321
5000000,0764693456
450000,0379947345
450000,0326537366
1000000,0702677388
500000,0847191345
1000000,0768131316
15000000,0704062000
500000,0901381474
500000,0879769456
1000000,0799100644
1000000,0889619183
5000000,0367896790
1000000,0773396543
1000000,0902110307
3000000,0762252262
500000,0912110231
10000000,0522062021
500000,0877154345
80000000,0888916789
500000,0877104579
3000000,0947094700
53500000,0778161616
500000,0903895705
11325000,0817431678
12000000,0866991989
450000,0327555491
1000000,0944986223
5000000,0798604953
50000000,0708884888
500000,0932343299
500000,0877122558
450000,0975387391
3000000,0797303639
500000,0566695768
12000000,0523081987
13900000,0398177979
87000000,0788618888
3000000,0928729777
450000,0327240174
450000,0327653539
1000000,0705284984
54000000,0707091929
450000,0987643759
450000,0328937439
500000,0867897131
13000000,0889800008
1000000,0886871186
3000000,0901732004
500000,0968909325
450000,0335290330
3000000,0899272737
11000000,0975041991
1000000,0707517715
5000000,0938821789
1000000,0762787345
10888000,0787221888
450000,0332601977
12000000,0978282002
11325000,0814498678
450000,0973174811
13500000,0707299599
3000000,0969635989
3000000,0987829288
450000,0326671331
450000,0332105988
450000,0326523739
3000000,0886366078
1000000,0982611848
450000,0333260406
500000,0985697411
3000000,0765729888
1000000,0762556756
5000000,0784023555
1000000,0762619615
500000,0932484536
450000,0327050493
5000000,0901104678
3000000,0931056000
59000000,0989179789
450000,0343801971
15000000,0966318886
500000,0984814660
5000000,0921791994
1000000,0936751571
299000,0865906838
1000000,0763039876
3000000,0913400268
13888000,0911020777
3000000,0911821189
450000,0329918986
1000000,0705232732
5000000,0943434357
10000000,0923451975
1000000,0399462015
500000,0969231329
129000000,0963977779
450000,0326418286
500000,0877122258
3000000,0565164999
3000000,0393751368
500000,0967753036
1000000,0705244116
500000,0936557163
3000000,0852689777
1000000,0921669551
1000000,0941351069
450000,0335409539
5000000,0705991992
500000,0936673443
1000000,0944528637
1000000,0935393677
450000,0343415388
12000000,0979278078
5000000,0335819779
1000000,0799089818
500000,0972384020
10000000,0329122005
3000000,0889913171
13000000,0784811811
1000000,0762722533
11325000,0816291678
1000000,0941698317
1000000,0926612969
1000000,0909118790
450000,0349683168
450000,0375025868
10000000,0986912366
450000,0334983139
500000,0855339234
1000000,0702649345
1000000,0947293057
12500000,0971586699
1000000,0923781839
500000,0819066355
450000,0975446661
12900000,0777777023
1000000,0855995567
115000000,0981090999
1000000,0901151455
450000,0337915559
1000000,0889326153
500000,0924909398
13200000,0819671999
3000000,0936782078
450000,0865945969
450000,0328720566
450000,0357041566
500000,0926995517
500000,0941733497
5000000,0775068668
450000,0353364368
450000,0866420419
5000000,0866499866
500000,0879613880
450000,0344120671
12000000,0866224486
1000000,0762690890
5000000,0335123886
500000,0768662771
13000000,0394899666
450000,0343769986
3000000,0799366996
1000000,0943367881
3000000,0979958881
450000,0344289579
10000000,0826817979
500000,0523682006
450000,0364210387
1000000,0934526747
1000000,0708044046
1000000,0943188078
5000000,0398258268
88000000,0825666668
1000000,0932384984
5000000,0854331999
3000000,0888831138
10000000,0927342666
11000000,0912740740
5000000,0924321068
500000,0909608170
1000000,0778511788
1000000,0762755022
3000000,0776688589
10000000,0965868589
1000000,0942996955
3000000,0335085777
3000000,0707998787
1000000,0762783683
1000000,0763688722
1000000,0776288600
450000,0387140395
3000000,0913591360
5000000,0385949777
1000000,0941861938
14800000,0936832345
1000000,0838022929
3000000,0922629692
13000000,0921293666
3000000,0971448679
450000,0975457603
500000,0326920522
1000000,0943567488
450000,0329085639
1000000,0852787588
500000,0333980591
450000,0865505188
179000000,0906000006
5000000,0896669659
399000,0353867269
450000,0384821969
450000,0343087199
450000,0325742021
3000000,0789232016
1000000,0934467373
3000000,0932022252
3000000,0373779222
3000000,0962130288
5000000,0822393339
5000000,0986985998
450000,0865016966
1000000,0971757181
450000,0335270600
1000000,0855365488
500000,0909572823
1000000,0824325568
500000,0964786238
450000,0328040691
10000000,0908051975
450000,0327058139
450000,0378230778
450000,0336300166
55000000,0585818181
1000000,0946087422
1000000,0702635858
450000,0329408966
1000000,0799042211
1000000,0948717773
500000,0386118570
500000,0858669234
10000000,0813666677
3000000,0797899539
450000,0333949639
3000000,0933335897
13000000,0812555579
3000000,0765434888
450000,0344035558
3000000,0849126688
500000,0947717492
388000000,0988249999
3000000,0929333202
500000,0877113308
1000000,0834885559
450000,0329131586
10000000,0796999898
3000000,0931326111
1000000,0708083983
3000000,0799938639
12000000,0972772000
1000000,0903129656
3000000,0843133555
5000000,0567686568
13900000,0354884488
450000,0987855847
5000000,0798329777
5000000,0898512020
450000,0325501118
150000000,0768118888
500000,0879255889
1000000,0966740866
500000,0776188005
5000000,0934062002
450000,0327051103
450000,0335517166
500000,0568151991
450000,0343075879
1000000,0889550768
450000,0387218778
450000,0988411120
11000000,0797662266
1000000,0708188933
500000,0989641433
1000000,0795688655
13000000,0879988688
10000000,0842695678
5000000,0907531956
1000000,0793361379
3000000,0979050118
3000000,0776501666
450000,0974554920
450000,0334713889
450000,0328040687
5000000,0814442019
5000000,0979092024
450000,0866034556
1000000,0763715716
500000,0936155691
3000000,0984058878
3000000,0824876767
1000000,0768234858
500000,0523912003
500000,0969684454
450000,0344212899
1000000,0941319317
5000000,0777057705
1000000,0762792123
450000,0336320899
450000,0328590939
1000000,0934410339
1000000,0815791212
11325000,0822380678
450000,0334925879
1000000,0867612479
450000,0335571588
1000000,0898319781
3000000,0862852789
13000000,0779362999
500000,0789358910
1000000,0945772280
500000,0974950252
61000000,0707034567
500000,0932551445
1000000,0795639123
14000000,0926172999
3000000,0899521986
450000,0348216499
5000000,0938071991
3000000,0918695669
5000000,0934422008
500000,0965047515
450000,0343895234
5000000,0783184184
59000000,0972151151
13000000,0838143999
1000000,0932375468
5000000,0869323238
500000,0962441663
500000,0386676282
5000000,0869382789
500000,0814705672
1000000,0762577227
500000,0879591569
450000,0328544566
5000000,0767822922
450000,0346197866
450000,0343048186
5000000,0922931777
5000000,0797164164
1000000,0763633566
74000000,0799049999
500000,0327017019
450000,0862919095
500000,0336604266
500000,0979410025
450000,0329180591
450000,0334296039
450000,0866099917
450000,0335480007
10000000,0942394239
450000,0338313331
450000,0329249566
500000,0968853184
60000000,0876429999
450000,0865561112
450000,0865110366
1000000,0886145268
11325000,0849967678
450000,0327940989
500000,0819755133
12000000,0845118161
450000,0344100306
450000,0329161072
12500000,0931744447
12000000,0919892266
1000000,0901261241
3000000,0913166767
500000,0925589996
5000000,0833665533
1000000,0963775338
1000000,0886444990
170000000,0829989989
450000,0336280781
12000000,0825930000
450000,0338749997
3000000,0904852015
5000000,0961586988
339500000,0785797979
1000000,0946958817
10000000,0981073789
450000,0333603266
3000000,0922639179
13000000,0762946868
450000,0327548266
450000,0326371970
450000,0326500092
11325000,0827207678
5000000,0388779678
500000,0929486496
500000,0789318823
11500000,0965555448
10000000,0765598598
10500000,0926674888
450000,0334130903
500000,0387789621
3000000,0704876668
450000,0865222057
1000000,0822345900
500000,0877150380
450000,0333150280
450000,0344250792
450000,0333704739
450000,0329231274
500000,0879198568
500000,0369530361
450000,0986171413
450000,0334140676
5000000,0783456168
500000,0967260941
65000000,0935887799
13000000,0868686599
500000,0528921981
500000,0879286848
450000,0327599388
12000000,0833260999
1000000,0909186301
1000000,0819144166
500000,0877010614
11325000,0813534678
3000000,0822431979
450000,0865732552
5000000,0932258181
5000000,0908789393
68000000,0783456999
3000000,0855968777
1000000,0763066388
5000000,0383262268
10000000,0889098099
1000000,0705272739
500000,0378280982
3000000,0837567868
13000000,0927321888
500000,0866822519
450000,0865707374
450000,0333190374
3000000,0988550407
230000000,0788228888
450000,0353652772
3000000,0924112777
3000000,0772881777
450000,0862908068
450000,0984867875
5000000,0902780505
3000000,0378151368
450000,0347487988
1000000,0795622033
450000,0865224439
1000000,0943697509
500000,0877108844
500000,0968436477
5000000,0931132678
5000000,0933821188
5000000,0852112010
1000000,0944918016
12000000,0886996879
450000,0984064306
5000000,0913761995
450000,0327420866
1000000,0373136348
3000000,0785773368
450000,0981638643
500000,0925895068
1000000,0943568915
500000,0877333808
1000000,0942682099
10300000,0888889216
5000000,0963641567
450000,0866021702
3000000,0562571990
150000000,0373659999
1000000,0942604879
1000000,0888717113
1000000,0889893940
1000000,0762721964
500000,0946983486
500000,0971139583
10100000,0928815666
3000000,0899237878
1000000,0944378680
10000000,0818881811
3000000,0916922639
11325000,0813327678
450000,0332577796
450000,0344160276
450000,0865000884
3000000,0852342006
5000000,0962563879
3000000,0865012779
500000,0928588557
1000000,0931383066
450000,0345643539
450000,0335814768
1000000,0762655422
1000000,0909117635
3000000,0971211190
5000000,0365589368
1000000,0921150508
500000,0888510286
3000000,0909100384
450000,0335601299
5000000,0933452021
1000000,0948738062
1000000,0828688656
1000000,0566128129
450000,0329442279
450000,0862910010
1000000,0877117792
5000000,0363988887
450000,0982344421
3000000,0775925925
450000,0343300805
1000000,0898149664
90000000,0986456688
5000000,0789300555
450000,0343736168
10000000,0911361986
1000000,0705244677
3000000,0901499679
1000000,0816533599
450000,0335254866
5000000,0965952017
1000000,0762533100
10000000,0819741976
1000000,0949052576
1000000,0763539533
3000000,0964762023
450000,0329021974
500000,0981695156
3000000,0979386559
12000000,0522081993
1000000,0763765768
450000,0333905554
5000000,0335351981
1000000,0813757234
1000000,0795687487
1000000,0941001572
5000000,0793937799
450000,0865203166
1000000,0886072672
500000,0357631269
5000000,0345989268
5000000,0868979168
5000000,0339880866
450000,0327923566
12000000,0906882678
3000000,0399982220
3000000,0913789114
1000000,0948029098
500000,0944385185
3000000,0827490888
500000,0938769221
1000000,0763503509
5000000,0399686988
13500000,0384551155
450000,0343061868
10000000,0345678693
500000,0582532007
500000,0966962495
500000,0966414598
450000,0865398039
99000,0357021538
500000,0961702521
450000,0343130188
60500000,0944789888
14000000,0773922922
450000,0984698537
1000000,0762566464
3000000,0981185199
3000000,0812662001
1000000,0763549149
450000,0333465739
500000,0906945435
3000000,0869706686
10060000,0886666615
500000,0877011070
12000000,0839158158
450000,0352163234
500000,0916865400
500000,0877177133
5000000,0924447555
1000000,0392683966
450000,0866056059
5000000,0792704555
500000,0345873738
1000000,0942220173
500000,0906105828
500000,0962205512
12060000,0886866839
450000,0866346996
450000,0334287566
5000000,0909092814
450000,0329437566
3000000,0837480480
500000,0961564811
450000,0326960466
3000000,0798931839
450000,0358287966
1000000,0763106539
1000000,0702754752
1000000,0762695295
3000000,0799983239
3000000,0929999820
500000,0966451082
3000000,0826579333
3000000,0889427368
3000000,0859196396
12500000,0767676886
3000000,0979266606
5000000,0362411991
14000000,0921168368
10000000,0794234888
3000000,0856859285
5000000,0855576686
450000,0334192399
450000,0989274627
450000,0327035199
3000000,0979518581
3000000,0858654456
10900000,0386906888
10400000,0855888869
500000,0566652006
11325000,0825104678
3000000,0941720222
450000,0862998894
450000,0332436639
125000000,0987686688
3000000,0982800959
3000000,0888131008
450000,0342874998
1000000,0917330546
10000000,0774669966
1000000,0763189279
5000000,0938255868
12000000,0395333000
10300000,0777672999
500000,0877119885
1000000,0941173982
450000,0326418139
1000000,0946350354
5000000,0784497497
450000,0344285239
450000,0325777385
450000,0378890239
11325000,0815891678
1000000,0763724234
3000000,0945915656
1000000,0948751655
1000000,0327952479
1000000,0904775375
12000000,0856031999
3000000,0822557558
5000000,0707334333
450000,0343531889
5000000,0931378679
5000000,0868996568
450000,0332907588
450000,0386263113
3000000,0944270486
500000,0879882021
1000000,0763669660
450000,0332216088
500000,0922742879
450000,0989525673
3000000,0566000100
